13751,NAUKRI-EQ,1660127353,4305.70,4191.90,4312.45,4266.80,386633
14672,NAVINFLUOR-EQ,1660127126,4462.15,4402.15,4531.20,4462.15,129367
2987,NAZARA-EQ,1660127385,663.55,651.00,669.00,663.55,214905
31415,NBCC-EQ,1660127389,34.90,34.10,35.40,34.70,4699907
2319,NCC-EQ,1660127299,64.95,64.75,67.45,63.65,12039422
15409,NESCO-EQ,1660126215,576.60,561.30,582.95,576.60,30581
17963,NESTLEIND-EQ,1660126289,19850.60,19505.00,20150.00,19652.95,72207
14111,NETWORK18-EQ,1660127085,67.95,66.30,67.95,67.50,286970
11840,NH-EQ,1660126632,675.00,657.35,694.45,659.65,1834115
31487,NHPC-N6,1660125674,0.00,0.00,0.00,1300.10,0
399,NIACL-EQ,1660127360,91.00,87.60,91.00,90.30,465813
8585,NLCINDIA-EQ,1660127119,72.40,71.55,75.15,72.15,5268604
15332,NMDC-EQ,1660127378,113.30,112.00,117.05,113.10,26428618
2442,NOCIL-EQ,1660127146,270.85,266.65,272.40,269.80,474436
10751,NTPC-ND,1660125678,1270.00,1270.00,1272.79,1270.00,269
5426,NUVOCO-EQ,1660127070,339.05,334.05,339.55,344.20,209279
6545,NYKAA-EQ,1660127252,1420.50,1384.00,1430.50,1416.20,569431
20242,OBEROIRLTY-EQ,1660127337,895.50,895.00,926.95,895.50,1041834
10738,OFSS-EQ,1660126713,3378.95,3325.20,3387.75,3372.45,39199
17438,OIL-EQ,1660127393,197.60,185.65,199.00,197.95,3719019
2475,ONGC-EQ,1660127392,136.40,133.45,136.75,136.50,15829467
2972,ORIENTELEC-EQ,1660127257,265.35,257.00,265.35,261.00,644285
14413,PAGEIND-EQ,1660126250,48450.05,47830.10,48827.55,48627.10,11583
6705,PAYTM-EQ,1660127232,839.00,821.25,841.45,834.95,2508568
2649,PCBL-EQ,1660127220,121.50,120.90,123.80,123.00,731744
2412,PEL-EQ,1660127328,1792.00,1786.05,1838.00,1789.60,1296460
18365,PERSISTENT-EQ,1660127227,3746.10,3615.05,3784.00,3763.55,317435
11351,PETRONET-EQ,1660127378,211.50,208.75,212.45,210.65,1454468
20028,PFC-N8,1660125681,1357.00,1357.00,1359.00,1356.56,363
2643,PFIZER-EQ,1660127066,4238.00,4148.65,4255.00,4172.95,70657
2535,PGHH-EQ,1660126610,14654.80,14336.15,14742.85,14578.10,4982
940,PGHL-EQ,1660126712,4435.75,4390.00,4478.95,4408.45,4415
14552,PHOENIXLTD-EQ,1660127364,1308.00,1251.00,1320.00,1307.30,174731
2664,PIDILITIND-EQ,1660127312,2649.85,2612.80,2671.05,2649.35,1014686
24184,PIIND-EQ,1660127397,3223.60,3218.95,3291.00,3223.60,364847
10666,PNB-EQ,1660127355,33.40,32.80,33.50,33.35,22044563
18908,PNBHOUSING-EQ,1660127184,350.00,347.80,358.20,348.20,281782
9385,PNCINFRA-EQ,1660127258,259.00,250.30,264.00,253.40,1541239
